id,context,question,answer_text,answer_start,context_len_words,question_len_words,answer_len_words
56e82e1900c9c71400d77600,"Modern standard Italian itself is heavily based on the Latin-derived Florentine Tuscan language. The Tuscan-based language that would eventually become modern standard Italian had been used in poetry and literature since at least the 12th century, and it first became widely known in Italy through the works of authors such as Dante Alighieri, Giovanni Boccaccio, Niccolò Machiavelli, and Petrarch. Dante's Florentine-Tuscan literary Italian thus became the language of the literate and upper class in Italy, and it spread throughout the peninsula as the lingua franca among the Italian educated class as well as Italian traveling merchants. The economic prowess and cultural and artistic importance of Tuscany in the Late Middle Ages and the Renaissance further encouraged the diffusion of the Florentine-Tuscan Italian throughout Italy and among the educated and powerful, though local and regional languages remained the main languages of the common people.",What socioeconomic class used the Florentine Tuscan language in Dante's time?,upper class,487,143,11,2
570c2375ec8fbc190045bc76,"In March 1971, the residential office of an FBI agent in Media, Pennsylvania was burglarized by a group calling itself the Citizens' Commission to Investigate the FBI. Numerous files were taken and distributed to a range of newspapers, including The Harvard Crimson. The files detailed the FBI's extensive COINTELPRO program, which included investigations into lives of ordinary citizens—including a black student group at a Pennsylvania military college and the daughter of Congressman Henry Reuss of Wisconsin. The country was ""jolted"" by the revelations, which included assassinations of political activists, and the actions were denounced by members of Congress, including House Majority Leader Hale Boggs. The phones of some members of Congress, including Boggs, had allegedly been tapped.","Which group broke into an FBI office in Media, Pennsylvania?",Citizens' Commission to Investigate the FBI,123,117,10,6
57266327f1498d1400e8dde6,"Ruling elders are usually laymen (and laywomen in some denominations) who are elected by the congregation and ordained to serve with the teaching elders, assuming responsibility for nurture and leadership of the congregation. Often, especially in larger congregations, the elders delegate the practicalities of buildings, finance, and temporal ministry to the needy in the congregation to a distinct group of officers (sometimes called deacons, which are ordained in some denominations). This group may variously be known as a ""Deacon Board"", ""Board of Deacons"" ""Diaconate"", or ""Deacons' Court"". These are sometimes known as ""presbyters"" to the full congregation.","There's a group of officers in the congregation, what other names are they also known by?",deacons,436,97,16,1
57271f3b708984140094da1c,"Since the Industrial Revolution some two hundred years ago, the food processing industry has invented many technologies that both help keep foods fresh longer and alter the fresh state of food as they appear in nature. Cooling is the primary technology used to maintain freshness, whereas many more technologies have been invented to allow foods to last longer without becoming spoiled. These latter technologies include pasteurisation, autoclavation, drying, salting, and separation of various components, all of which appearing to alter the original nutritional contents of food. Pasteurisation and autoclavation (heating techniques) have no doubt improved the safety of many common foods, preventing epidemics of bacterial infection. But some of the (new) food processing technologies have downfalls as well.",Pasteurisation is an an example of a technology that aims to do what to food?,last longer without becoming spoiled,349,118,15,5
57276074f1498d1400e8f718,"While christian festivals such as corpus christi were church-sanctioned celebrations, Carnival was also a manifestation of European folk culture. In the Christian tradition the fasting is to commemorate the 40 days that Jesus fasted in the desert according to the New Testament and also to reflect on Christian values. As with many other Christian festivals such as Christmas which was originally a pagan midwinter festival, the Christian church has found it easier to turn the pagan Carnaval in a catholic tradition than to eliminate it.  Unlike today, carnival in the Middle Ages took not just a few days, but it covered almost the entire period between Christmas and the beginning of Lent. In those two months, several Catholic holidays were seized by the Catholic population as an outlet for their daily frustrations.",What was one of the festivals sanctioned by the church?,corpus christi,34,132,10,2
56d37a4159d6e414001464cf,"There were 13 finalists this season, but two were eliminated in the first result show of the finals. A new feature introduced was the ""Judges' Save"", and Matt Giraud was saved from elimination at the top seven by the judges when he received the fewest votes. The next week, Lil Rounds and Anoop Desai were eliminated.",Who was sent home the week after the judges saved Matt Giraud?,Lil Rounds and Anoop Desai,274,56,12,5
5705df8d75f01819005e76cc,"The Times is the first newspaper to have borne that name, lending it to numerous other papers around the world, including The Times of India (founded in 1838), The Straits Times (Singapore) (1845), The New York Times (1851), The Irish Times (1859), Le Temps (France) (1861-1942), the Cape Times (South Africa) (1872), the Los Angeles Times (1881), The Seattle Times (1891), The Manila Times (1898), The Daily Times (Malawi) (1900), El Tiempo (Colombia) (1911), The Canberra Times (1926), and The Times (Malta) (1935). In these countries, the newspaper is often referred to as The London Times or The Times of London.",What year did The New York Times start?,1851,218,101,8,1
56cbeb396d243a140015edec,"In September 1828 Chopin, while still a student, visited Berlin with a family friend, zoologist Feliks Jarocki, enjoying operas directed by Gaspare Spontini and attending concerts by Carl Friedrich Zelter, Felix Mendelssohn and other celebrities. On an 1829 return trip to Berlin, he was a guest of Prince Antoni Radziwiłł, governor of the Grand Duchy of Posen—himself an accomplished composer and aspiring cellist. For the prince and his pianist daughter Wanda, he composed his Introduction and Polonaise brillante in C major for cello and piano, Op. 3.","What piece did Frédéric create specifically for the prince and the prince's daughter, Wanda?","Introduction and Polonaise brillante in C major for cello and piano, Op. 3",479,87,14,13
5727c7ed2ca10214002d9614,"Many historical sites exist throughout the city, including 59 properties listed on the National Register of Historic Places. Of these, nine are among the 60 U.S. National Historic Landmarks in Connecticut. The New Haven Green, one of the National Historic Landmarks, was formed in 1638, and is home to three 19th-century churches. Below one of the churches (referred to as the Center Church on-the-Green) lies a 17th-century crypt, which is open to visitors. Some of the more famous burials include the first wife of Benedict Arnold and the aunt and grandmother of President Rutherford B. Hayes; Hayes visited the crypt while President in 1880. The Old Campus of Yale University is located next to the Green, and includes Connecticut Hall, Yale's oldest building and a National Historic Landmark. The Hillhouse Avenue area, which is listed on the National Register of Historic Places and is also a part of Yale's campus, has been called a walkable museum, due to its 19th-century mansions and street scape; Charles Dickens is said to have called Hillhouse Avenue ""the most beautiful street in America"" when visiting the city in 1868.",How many properties in New Haven are featured on the National Register of Historic Places? ,59,59,185,15,1
56dfe3a7231d4119001abe67,"A ""country pub"" by tradition is a rural public house. However, the distinctive culture surrounding country pubs, that of functioning as a social centre for a village and rural community, has been changing over the last thirty or so years. In the past, many rural pubs provided opportunities for country folk to meet and exchange (often local) news, while others—especially those away from village centres—existed for the general purpose, before the advent of motor transport, of serving travellers as coaching inns.",What is another name for a rural public house?,country pub,3,81,9,2
572f3c9604bcaa1900d767a9,"Flower ontogeny uses a combination of genes normally responsible for forming new shoots. The most primitive flowers probably had a variable number of flower parts, often separate from (but in contact with) each other. The flowers tended to grow in a spiral pattern, to be bisexual (in plants, this means both male and female parts on the same flower), and to be dominated by the ovary (female part). As flowers evolved, some variations developed parts fused together, with a much more specific number and design, and with either specific sexes per flower or plant or at least ""ovary-inferior"".",How did flowers become bixsexual?,grow in a spiral pattern,240,98,5,5
57264ed5dd62a815002e8122,"The term can be found used in an October 1845 Massachusetts Circuit Court ruling in the patent case Davoll et al. v. Brown., in which Justice Charles L. Woodbury wrote that ""only in this way can we protect intellectual property, the labors of the mind, productions and interests are as much a man's own...as the wheat he cultivates, or the flocks he rears."" The statement that ""discoveries are...property"" goes back earlier. Section 1 of the French law of 1791 stated, ""All new discoveries are the property of the author; to assure the inventor the property and temporary enjoyment of his discovery, there shall be delivered to him a patent for five, ten or fifteen years."" In Europe, French author A. Nion mentioned propriété intellectuelle in his Droits civils des auteurs, artistes et inventeurs, published in 1846.",When was the patent case Davoll et al. v. Brown ruled on?,October 1845,33,136,12,2
570ad8ec4103511400d59a94,"To the east of the county are upland areas leading to the Pennines. North of the Ribble is Beacon Fell Country Park and the Forest of Bowland, another AONB. Much of the lowland in this area is devoted to dairy farming and cheesemaking, whereas the higher ground is more suitable for sheep, and the highest ground is uncultivated moorland. The valleys of the River Ribble and its tributary the Calder form a large gap to the west of the Pennines, overlooked by Pendle Hill. Most of the larger Lancashire towns are in these valleys South of the Ribble are the West Pennine Moors and the Forest of Rossendale where former cotton mill towns are in deep valleys. The Lancashire Coalfield, largely in modern-day Greater Manchester, extended into Merseyside and to Ormskirk, Chorley, Burnley and Colne in Lancashire.",where is Beacon Fell County Park located?,North of the Ribble,68,137,7,4
5727881cdd62a815002e9fa0,"The root system and the shoot system are interdependent – the usually nonphotosynthetic root system depends on the shoot system for food, and the usually photosynthetic shoot system depends on water and minerals from the root system. Cells in each system are capable of creating cells of the other and producing adventitious shoots or roots. Stolons and tubers are examples of shoots that can grow roots. Roots that spread out close to the surface, such as those of willows, can produce shoots and ultimately new plants. In the event that one of the systems is lost, the other can often regrow it. In fact it is possible to grow an entire plant from a single leaf, as is the case with Saintpaulia, or even a single cell – which can dedifferentiate into a callus (a mass of unspecialised cells) that can grow into a new plant. In vascular plants, the xylem and phloem are the conductive tissues that transport resources between shoots and roots. Roots are often adapted to store food such as sugars or starch, as in sugar beets and carrots.",Do the roots and shoots need each other?,interdependent,41,182,8,1
56d1109717492d1400aab890,"Having initially announced a new album entitled So Help Me God slated for a 2014 release, in March 2015 West announced that the album would instead be tentatively called SWISH. Later that month, West was awarded an honorary doctorate by the School of the Art Institute of Chicago for his contributions to music, fashion, and popular culture, officially making him an honorary DFA. The next month, West headlined at the Glastonbury Festival in the UK, despite a petition signed by almost 135,000 people against his appearance. At one point, he told the audience: ""You are now watching the greatest living rock star on the planet."" Media outlets, including social media sites such as Twitter, were sharply divided on his performance. NME stated, ""The decision to book West for the slot has proved controversial since its announcement, and the show itself appeared to polarise both Glastonbury goers and those who tuned in to watch on their TVs."" The publication added that ""he's letting his music speak for and prove itself."" The Guardian said that ""his set has a potent ferocity – but there are gaps and stutters, and he cuts a strangely lone figure in front of the vast crowd.""",How many people petitioned his show at the Glastonbury Music Festival in the UK?,"135,000",487,199,14,1
56dfe336231d4119001abe61,"A brewery tap is the nearest outlet for a brewery's beers. This is usually a room or bar in the brewery itself, though the name may be applied to the nearest pub. The term is not applied to a brewpub which brews and sells its beer on the same premises.",What is the closest outlet for a brewery's beers called?,A brewery tap,0,50,10,3
572977183f37b31900478459,"Similarly, in the United States, the independent National Research Council has noted that ""sufficient domestic renewable resources exist to allow renewable electricity to play a significant role in future electricity generation and thus help confront issues related to climate change, energy security, and the escalation of energy costs … Renewable energy is an attractive option because renewable resources available in the United States, taken collectively, can supply significantly greater amounts of electricity than the total current or projected domestic demand."" .",Why is renewable energy an attractive option?,can supply significantly greater amounts of electricity than the total current or projected domestic demand,460,81,7,15
5726f5565951b619008f836a,"Avicenna's astronomical writings had some influence on later writers, although in general his work could be considered less developed than Alhazen or Al-Biruni. One important feature of his writing is that he considers mathematical astronomy as a separate discipline to astrology. He criticized Aristotle's view of the stars receiving their light from the Sun, stating that the stars are self-luminous, and believed that the planets are also self-luminous. He claimed to have observed Venus as a spot on the Sun. This is possible, as there was a transit on May 24, 1032, but Avicenna did not give the date of his observation, and modern scholars have questioned whether he could have observed the transit from his location at that time; he may have mistaken a sunspot for Venus. He used his transit observation to help establish that Venus was, at least sometimes, below the Sun in Ptolemaic cosmology, i.e. the sphere of Venus comes before the sphere of the Sun when moving out from the Earth in the prevailing geocentric model.",What subject did Avicenna consider to be a separate discipline from astrology?,mathematical astronomy,219,171,12,2
57267a28f1498d1400e8e104,"Though known since antiquity the commercial growing of cotton in Egypt only started in 1820's, following a Frenchman, by the name of M. Jumel, propositioning the then ruler, Mohamed Ali Pasha, that he could earn a substantial income by growing an extra-long staple Maho (Barbadence) cotton, in Lower Egypt, for the French market. Mohamed Ali Pasha accepted the proposition and granted himself the monopoly on the sale and export of cotton in Egypt; and later dictated cotton should be grown in preference to other crops. By the time of the American Civil war annual exports had reached $16 million (120,000 bales), which rose to $56 million by 1864, primarily due to the loss of the Confederate supply on the world market. Exports continued to grow even after the reintroduction of US cotton, produced now by a paid workforce, and Egyptian exports reached 1.2 million bales a year by 1903.",When did cotton begin to be commercially grown in Egypt?,"1820's,",87,149,10,1
5726b1c0708984140094ce0f,"Burke believed the Government was not taking the uprising seriously enough, a view reinforced by a letter he had received from the Prince Charles of France (S.A.R. le comte d'Artois), dated 23 October, requesting that he intercede on behalf of the royalists to the Government. Burke was forced to reply on 6 November: ""I am not in His Majesty's Service; or at all consulted in his Affairs"". Burke published his Remarks on the Policy of the Allies with Respect to France, begun in October, where he said: ""I am sure every thing has shewn us that in this war with France, one Frenchman is worth twenty foreigners. La Vendée is a proof of this"".",When did Prince Charles write to Burke?,23 October,190,114,7,2
57335128d058e614000b584d,"Another example relates to AIG, which insured obligations of various financial institutions through the usage of credit default swaps. The basic CDS transaction involved AIG receiving a premium in exchange for a promise to pay money to party A in the event party B defaulted. However, AIG did not have the financial strength to support its many CDS commitments as the crisis progressed and was taken over by the government in September 2008. U.S. taxpayers provided over $180 billion in government support to AIG during 2008 and early 2009, through which the money flowed to various counterparties to CDS transactions, including many large global financial institutions.",How much money did taxpayers provide in government support to AIG during 2008 and early 2009?,over $180 billion,466,106,16,3
572799a9dd62a815002ea1b2,"The playing time of a phonograph record depended on the turntable speed and the groove spacing. At the beginning of the 20th century, the early discs played for two minutes, the same as early cylinder records. The 12-inch disc, introduced by Victor in 1903, increased the playing time to three and a half minutes. Because a 10-inch 78 rpm record could hold about three minutes of sound per side and the 10-inch size was the standard size for popular music, almost all popular recordings were limited to around three minutes in length. For example, when King Oliver's Creole Jazz Band, including Louis Armstrong on his first recordings, recorded 13 sides at Gennett Records in Richmond, Indiana, in 1923, one side was 2:09 and four sides were 2:52–2:59.",What was the recording time available on a 12 inch disc?,three and a half minutes,288,127,11,5
573018d5947a6a140053d0e4,"In empirical therapy, a patient has proven or suspected infection, but the responsible microorganism is not yet unidentified. While the microorgainsim is being identified the doctor will usually administer the best choice of antibiotic that will be most active against the likely cause of infection usually a broad spectrum antibiotic. Empirical therapy is usually initiated before the doctor knows the exact identification of microorgansim causing the infection as the identification process make take several days in the laboratory.","What is one kind of therapy that may be used when a patience has an infection, but it has not been identified?",empirical therapy,3,78,22,2
572788bf5951b619008f8ca5,"Extending across the north and south side of the Alps in west-central Europe, Switzerland encompasses a great diversity of landscapes and climates on a limited area of 41,285 square kilometres (15,940 sq mi). The population is about 8 million, resulting in an average population density of around 195 people per square kilometre (500/sq mi). The more mountainous southern half of the country is far more sparsely populated than the northern half. In the largest Canton of Graubünden, lying entirely in the Alps, population density falls to 27 /km² (70 /sq mi).",Which mountain range does Switzerland extend over on both the north and south sides?,Alps,49,91,14,1
5731d14ee99e3014001e62f0,"On December 20, 2005, the United States Court of Appeals for the Sixth Circuit ruled in the case of ACLU v. Mercer County that the continued display of the Ten Commandments as part of a larger display on American legal traditions in a Kentucky courthouse was allowed, because the purpose of the display (educating the public on American legal traditions) was secular in nature. In ruling on the Mount Soledad cross controversy on May 3, 2006, however, a federal judge ruled that the cross on public property on Mount Soledad must be removed.",What did a federal judge rule must be removed from public property?,the cross,479,93,12,2
572b881ebe1ee31400cb8412,"New Haven is served by the daily New Haven Register, the weekly ""alternative"" New Haven Advocate (which is run by Tribune, the corporation owning the Hartford Courant), the online daily New Haven Independent, and the monthly Grand News Community Newspaper. Downtown New Haven is covered by an in-depth civic news forum, Design New Haven. The Register also backs PLAY magazine, a weekly entertainment publication. The city is also served by several student-run papers, including the Yale Daily News, the weekly Yale Herald and a humor tabloid, Rumpus Magazine. WTNH Channel 8, the ABC affiliate for Connecticut, WCTX Channel 59, the MyNetworkTV affiliate for the state, and Connecticut Public Television station WEDY channel 65, a PBS affiliate, broadcast from New Haven. All New York City news and sports team stations broadcast to New Haven County.",What is the name of the tabloid that is run by mainly college students?,Rumpus Magazine,543,134,14,2
57340aae4776f41900661793,"Slobodan Milošević, as the former President of Serbia and of Yugoslavia, was the most senior political figure to stand trial at the ICTY. He died on 11 March 2006 during his trial where he was accused of genocide or complicity in genocide in territories within Bosnia and Herzegovina, so no verdict was returned. In 1995, the ICTY issued a warrant for the arrest of Bosnian Serbs Radovan Karadžić and Ratko Mladić on several charges including genocide. On 21 July 2008, Karadžić was arrested in Belgrade, and he is currently in The Hague on trial accused of genocide among other crimes. Ratko Mladić was arrested on 26 May 2011 by Serbian special police in Lazarevo, Serbia. Karadzic was convicted of ten of the eleven charges laid against him and sentenced to 40 years in prison on March 24 2016.",Where was Karadzic when he was finally arrested?,Belgrade,495,138,8,1
57277ff7f1498d1400e8fa04,"Molecules are moved within plants by transport processes that operate at a variety of spatial scales. Subcellular transport of ions, electrons and molecules such as water and enzymes occurs across cell membranes. Minerals and water are transported from roots to other parts of the plant in the transpiration stream. Diffusion, osmosis, and active transport and mass flow are all different ways transport can occur. Examples of elements that plants need to transport are nitrogen, phosphorus, potassium, calcium, magnesium, and sulphur. In vascular plants, these elements are extracted from the soil as soluble ions by the roots and transported throughout the plant in the xylem. Most of the elements required for plant nutrition come from the chemical breakdown of soil minerals. Sucrose produced by photosynthesis is transported from the leaves to other parts of the plant in the phloem and plant hormones are transported by a variety of processes.",From where does the plant get the required minerals?,chemical breakdown of soil,743,148,9,4
56f96fee9b226e1400dd1457,"The two neurotransmitters that are used most widely in the vertebrate brain are glutamate, which almost always exerts excitatory effects on target neurons, and gamma-aminobutyric acid (GABA), which is almost always inhibitory. Neurons using these transmitters can be found in nearly every part of the brain. Because of their ubiquity, drugs that act on glutamate or GABA tend to have broad and powerful effects. Some general anesthetics act by reducing the effects of glutamate; most tranquilizers exert their sedative effects by enhancing the effects of GABA.",Tranquilizers affect which of the two common neurotransmitters?,gamma-aminobutyric acid (GABA),160,86,8,3
572e7c9c03f989190075669c,"Richard Phillips Feynman was born on May 11, 1918, in Queens, New York City, the son of Lucille (née Phillips), a homemaker, and Melville Arthur Feynman, a sales manager. His family originated from Russia and Poland; both of his parents were Ashkenazi Jews. They were not religious, and by his youth Feynman described himself as an ""avowed atheist"". He also stated ""To select, for approbation the peculiar elements that come from some supposedly Jewish heredity is to open the door to all kinds of nonsense on racial theory,"" and adding ""... at thirteen I was not only converted to other religious views, but I also stopped believing that the Jewish people are in any way 'the chosen people'."" Later in his life, during a visit to the Jewish Theological Seminary, he encountered the Talmud for the first time, and remarked that he found it a ""wonderful book"" and ""valuable"".",What Jewish affiliation did his parents hold?,Ashkenazi,242,149,7,1
57334d274776f41900660822,"Portugal spearheaded European exploration of the world and the Age of Discovery. Prince Henry the Navigator, son of King João I, became the main sponsor and patron of this endeavour. During this period, Portugal explored the Atlantic Ocean, discovering several Atlantic archipelagos like the Azores, Madeira, and Cape Verde, explored the African coast, colonized selected areas of Africa, discovered an eastern route to India via the Cape of Good Hope, discovered Brazil, explored the Indian Ocean, established trading routes throughout most of southern Asia, and sent the first direct European maritime trade and diplomatic missions to China and Japan.",What South American country did Portugal discover?,Brazil,464,99,7,1
56cd7ab462d2951400fa660a,"Besides earning a reputation as a respected entertainment device, the iPod has also been accepted as a business device. Government departments, major institutions and international organisations have turned to the iPod line as a delivery mechanism for business communication and training, such as the Royal and Western Infirmaries in Glasgow, Scotland, where iPods are used to train new staff.","Aside from recreational use, in what other arena have iPods found use?",business,103,59,12,1
572805c04b864d190016425a,"USB 2.0 also added a larger three-byte SPLIT token with a seven-bit hub number, 12 bits of control flags, and a five-bit CRC. This is used to perform split transactions. Rather than tie up the high-bandwidth USB bus sending data to a slower USB device, the nearest high-bandwidth capable hub receives a SPLIT token followed by one or two USB packets at high bandwidth, performs the data transfer at full or low bandwidth, and provides the response at high bandwidth when prompted by a second SPLIT token.",How many bits of control flags did USB 2.0 add?,12 bits,80,87,10,2
572a1c096aef05140015529a,"Mach suggested that thought experiments like the bucket argument are problematic. If we were to imagine a universe that only contains a bucket, on Newton's account, this bucket could be set to spin relative to absolute space, and the water it contained would form the characteristic concave surface. But in the absence of anything else in the universe, it would be difficult to confirm that the bucket was indeed spinning. It seems equally possible that the surface of the water in the bucket would remain flat.",What was equally possible about the surface of the water in the bucket?,would remain flat.,493,86,13,3
5709885bed30961900e842b1,"Sven-Göran Eriksson took charge of the team between 2001 and 2006, and was the first non–English manager of England. Despite controversial press coverage of his personal life, Eriksson was consistently popular with the majority of fans.[citation needed] He guided England to the quarter-finals of the 2002 FIFA World Cup, UEFA Euro 2004, and the 2006 FIFA World Cup. He lost only five competitive matches during his tenure, and England rose to an No.4 world ranking under his guidance. His contract was extended by the Football Association by two years, to include UEFA Euro 2008. However, it was terminated by them at the 2006 FIFA World Cup's conclusion.",In what year was the contract of Sven-Göran Eriksson terminated?,2006,623,107,10,1
5726d77f708984140094d324,"In May 1967, the Eastern Region declared independence as a state called the Republic of Biafra, under the leadership of Lt. Colonel Emeka Ojukwu. The Nigerian Civil War began as the official Nigerian government side (predominated by soldiers from the North and West) attacked Biafra (Southeastern) on 6 July 1967 at Garkem. The 30 month war, with a long siege of Biafra and its isolation from trade and supplies, ended in January 1970. Estimates of the number of dead in the former Eastern Region are between 1 and 3 million people, from warfare, disease, and starvation, during the 30-month civil war.",How many months did the Nigerian Civil War last?,30,328,101,9,1
5731b8a4e17f3d140042231e,"Extraordinary circumstances called for extraordinary sacrifice: in one of the many crises of the Second Punic War, Jupiter Capitolinus was promised every animal born that spring (see ver sacrum), to be rendered after five more years of protection from Hannibal and his allies. The ""contract"" with Jupiter is exceptionally detailed. All due care would be taken of the animals. If any died or were stolen before the scheduled sacrifice, they would count as already sacrificed, since they had already been consecrated. Normally, if the gods failed to keep their side of the bargain, the offered sacrifice would be withheld. In the imperial period, sacrifice was withheld following Trajan's death because the gods had not kept the Emperor safe for the stipulated period. In Pompeii, the Genius of the living emperor was offered a bull: presumably a standard practise in Imperial cult, though minor offerings (incense and wine) were also made.",What happened to the sacrifice if the god failed to uphold the agreement?,withheld,611,150,13,1
56fae6fe8f12f31900630284,"Football is the most popular sport amongst Somalis. Important competitions are the Somalia League and Somalia Cup. The multi-ethnic Ocean Stars, Somalia's national team, first participated at the Olympic Games in 1972 and has sent athletes to compete in most Summer Olympic Games since then. The equally diverse Somali beach soccer team also represents the country in international beach soccer competitions. In addition, several international footballers such as Mohammed Ahamed Jama, Liban Abdi, Ayub Daud and Abdisalam Ibrahim have played in European top divisions.",What is the name of the Somali national football team?,Ocean Stars,132,84,10,2
571023c2a58dae1900cd6900,"Sixteen was held to be the minimum permissible age in the 1988 Supreme Court decision of Thompson v. Oklahoma. The Court, considering the case Roper v. Simmons in March 2005, found the execution of juvenile offenders unconstitutional by a 5–4 margin, effectively raising the minimum permissible age to 18. State laws have not been updated to conform with this decision. In the American legal system, unconstitutional laws do not need to be repealed; instead, they are held to be unenforceable. (See also List of juvenile offenders executed in the United States)","According to Thompson v. Oklahoma, what was the youngest age at which a person might be executed?",Sixteen,0,91,17,1
56f976429b226e1400dd1473,"The invention of electronic computers in the 1940s, along with the development of mathematical information theory, led to a realization that brains can potentially be understood as information processing systems. This concept formed the basis of the field of cybernetics, and eventually gave rise to the field now known as computational neuroscience. The earliest attempts at cybernetics were somewhat crude in that they treated the brain as essentially a digital computer in disguise, as for example in John von Neumann's 1958 book, The Computer and the Brain. Over the years, though, accumulating information about the electrical responses of brain cells recorded from behaving animals has steadily moved theoretical concepts in the direction of increasing realism.","When was John von Neumann's book, The Computer and the Brain published?",1958,523,115,12,1
5706a5bc75f01819005e7cc0,"The control of migration, its timing and response are genetically controlled and appear to be a primitive trait that is present even in non-migratory species of birds. The ability to navigate and orient themselves during migration is a much more complex phenomenon that may include both endogenous programs as well as learning.",What controls a birds migration?,a primitive trait,94,52,5,3
572e7db403f98919007566c0,"The first attempt to establish a proper governing body and adopted the current set of Rugby rules was the Foot Ball Association of Canada, organized on March 24, 1873 followed by the Canadian Rugby Football Union (CRFU) founded June 12, 1880, which included teams from Ontario and Quebec. Later both the Ontario and Quebec Rugby Football Union (ORFU and QRFU) were formed (January 1883), and then the Interprovincial (1907) and Western Interprovincial Football Union (1936) (IRFU and WIFU). The CRFU reorganized into an umbrella organization forming the Canadian Rugby Union (CRU) in 1891. The original forerunners to the current Canadian Football League, was established in 1956 when the IRFU and WIFU formed an umbrella organization, The Canadian Football Council (CFC). And then in 1958 the CFC left The CRFU to become The CFL.","Which governing organization for Canadian football was formed on June 12, 1880?",Canadian Rugby Football Union,183,133,12,4
5726adcff1498d1400e8e6f6,"The Glastonbury Festival of Contemporary Performing Arts takes place most years in Pilton, near Shepton Mallet, attracting over 170,000 music and culture lovers from around the world to see world-famous entertainers. The Big Green Gathering which grew out of the Green fields at the Glastonbury Festival is held in the Mendip Hills between Charterhouse and Compton Martin each summer. The annual Bath Literature Festival is one of several local festivals in the county; others include the Frome Festival and the Trowbridge Village Pump Festival, which, despite its name, is held at Farleigh Hungerford in Somerset. The annual circuit of West Country Carnivals is held in a variety of Somerset towns during the autumn, forming a major regional festival, and the largest Festival of Lights in Europe.",Where does the Glastonbury Music festival take place ,"takes place most years in Pilton, near Shepton Mallet",57,126,8,9
572ead7cc246551400ce44d8,"The formation of the ice giants, Neptune and Uranus, has proven difficult to model precisely. Current models suggest that the matter density in the outer regions of the Solar System was too low to account for the formation of such large bodies from the traditionally accepted method of core accretion, and various hypotheses have been advanced to explain their formation. One is that the ice giants were not formed by core accretion but from instabilities within the original protoplanetary disc and later had their atmospheres blasted away by radiation from a nearby massive OB star.","What could have blasted Neptune and Uranus's atmosphere with radiation, aiding in creation? ",nearby massive OB star,561,95,13,4
572909451d04691400778faf,"Bermuda's economy is based on offshore insurance and reinsurance, and tourism, the two largest economic sectors. Bermuda had one of the world's highest GDP per capita for most of the 20th century and several years beyond. Recently, its economic status has been affected by the global recession. It has a subtropical climate. Bermuda is the northernmost point of the Bermuda Triangle, a region of sea in which, according to legend, a number of aircraft and surface vessels have disappeared under supposedly unexplained or mysterious circumstances. The island is in the hurricane belt and prone to severe weather. However, it is somewhat protected from the full force of a hurricane by the coral reef that surrounds the island.",What is the climate of Bermuda?,subtropical,304,117,6,1
5726e7725951b619008f81ef,"Hogan also explains that the temporal and emotional amount which a person devotes to understanding a character’s situation in literature allows literature to be considered “ecological[ly] valid in the study of emotion”. This can be understood in the sense that literature unites a large community by provoking universal emotions. It also allows readers to access cultural aspects that they are not exposed to thus provoking new emotional experiences. Authors choose literary device according to what psychological emotion he or she is attempting to describe, thus certain literary devices are more emotionally effective than others.",What determines what literary structure a literary author uses for expression of ideas?,what psychological emotion he or she is attempting to describe,495,94,13,10
57304279947a6a140053d372,"Charleston annually hosts Spoleto Festival USA founded by Gian Carlo Menotti, a 17-day art festival featuring over 100 performances by individual artists in a variety of disciplines. The Spoleto Festival is internationally recognized as America's premier performing arts festival. The annual Piccolo Spoleto festival takes place at the same time and features local performers and artists, with hundreds of performances throughout the city. Other festivals and events include Historic Charleston Foundation's Festival of Houses and Gardens and Charleston Antiques Show, the Taste of Charleston, The Lowcountry Oyster Festival, the Cooper River Bridge Run, The Charleston Marathon, Southeastern Wildlife Exposition (SEWE), Charleston Food and Wine Festival, Charleston Fashion Week, the MOJA Arts Festival, and the Holiday Festival of Lights (at James Island County Park), and the Charleston International Film Festival.",How many days does the Spoleto Festival USA run each year?,17,80,129,11,1
572692565951b619008f7700,"It is in the great churches and cathedrals and in a number of civic buildings that the Gothic style was expressed most powerfully, its characteristics lending themselves to appeals to the emotions, whether springing from faith or from civic pride. A great number of ecclesiastical buildings remain from this period, of which even the smallest are often structures of architectural distinction while many of the larger churches are considered priceless works of art and are listed with UNESCO as World Heritage Sites. For this reason a study of Gothic architecture is largely a study of cathedrals and churches.","Where do the emotions which traits of the Gothic style represent, originate from? ",faith or from civic pride,221,98,13,5
572764c9f1498d1400e8f755,"The M. tuberculosis complex (MTBC) includes four other TB-causing mycobacteria: M. bovis, M. africanum, M. canetti, and M. microti. M. africanum is not widespread, but it is a significant cause of tuberculosis in parts of Africa. M. bovis was once a common cause of tuberculosis, but the introduction of pasteurized milk has almost completely eliminated this as a public health problem in developed countries. M. canetti is rare and seems to be limited to the Horn of Africa, although a few cases have been seen in African emigrants. M. microti is also rare and is seen almost only in immunodeficient people, although its prevalence may be significantly underestimated.",Which one of the tuberculosis mycobacteria is associated with the Horn of Africa?,M. canetti,410,108,13,2
